miRNA Name,Disease Name,MeSH
hsa-miR-767-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-374b-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-618,ovarian cancer,Ovarian Neoplasms
hsa-miR-802,ovarian cancer,Ovarian Neoplasms
hsa-miR-376b-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-361-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-512-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-135a-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-671-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-198,ovarian cancer,Ovarian Neoplasms
hsa-miR-612,ovarian cancer,Ovarian Neoplasms
hsa-miR-638,ovarian cancer,Ovarian Neoplasms
hsa-miR-296-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-587,ovarian cancer,Ovarian Neoplasms
hsa-miR-144-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-302b-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1275,ovarian cancer,Ovarian Neoplasms
hsa-miR-199b-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1323,ovarian cancer,Ovarian Neoplasms
hsa-miR-181b-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-330-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1246,ovarian cancer,Ovarian Neoplasms
hsa-miR-583,ovarian cancer,Ovarian Neoplasms
hsa-miR-185-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-548b-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-331-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-3164,ovarian cancer,Ovarian Neoplasms
hsa-miR-139-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-524-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1231,ovarian cancer,Ovarian Neoplasms
hsa-miR-640,ovarian cancer,Ovarian Neoplasms
hsa-miR-622,ovarian cancer,Ovarian Neoplasms
hsa-miR-874-3p,esophageal cancer,Esophageal Neoplasms
hsa-miR-944,esophageal cancer,Esophageal Neoplasms
hsa-miR-433-3p,esophageal cancer,Esophageal Neoplasms
hsa-miR-429,esophageal cancer,Esophageal Neoplasms
hsa-miR-572,esophageal cancer,Esophageal Neoplasms
hsa-miR-762,colorectal cancer,Colorectal Neoplasms
hsa-miR-1224-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-516a-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-3666,colorectal cancer,Colorectal Neoplasms
hsa-miR-3137,colorectal cancer,Colorectal Neoplasms
hsa-miR-129-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-638,colorectal cancer,Colorectal Neoplasms
hsa-miR-23b-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-431-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-711,colorectal cancer,Colorectal Neoplasms
hsa-miR-3156-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-522-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-4269,colorectal cancer,Colorectal Neoplasms
hsa-miR-542-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-107,colon cancer,Colonic Neoplasms
hsa-miR-1275,colon cancer,Colonic Neoplasms
hsa-miR-671-5p,colon cancer,Colonic Neoplasms
hsa-miR-494-3p,colon cancer,Colonic Neoplasms
hsa-miR-874-3p,colon cancer,Colonic Neoplasms
hsa-miR-200b-3p,colon cancer,Colonic Neoplasms
hsa-miR-1323,colon cancer,Colonic Neoplasms
hsa-miR-590-5p,lung cancer,Lung Neoplasms
hsa-miR-545-3p,lung cancer,Lung Neoplasms
hsa-miR-199a-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-378a-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-488-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-34a-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-302b-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-367-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-129-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-125a-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-376c-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-515-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-346,tonsil cancer,Tonsillar Neoplasms
hsa-miR-21-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-339-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-143-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-93-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-485-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-31-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-203a-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-17-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-340-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-125b-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-134-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-526b-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-142-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-455-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-381-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-424-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-100-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-204-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-155-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-29c-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-199b-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-512-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-496,tonsil cancer,Tonsillar Neoplasms
hsa-miR-432-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-135b-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-519d-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-140-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-25-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-103a-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-379-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-492,tonsil cancer,Tonsillar Neoplasms
hsa-miR-522-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-520a-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-503-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-186-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-10b-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-433-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-448,tonsil cancer,Tonsillar Neoplasms
hsa-miR-30b-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-369-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-146a-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-153-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-431-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-507,tonsil cancer,Tonsillar Neoplasms
hsa-miR-96-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-29b-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-331-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-512-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-26a-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-17-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-7-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-32-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-130a-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-136-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-193a-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-429,tonsil cancer,Tonsillar Neoplasms
hsa-miR-219a-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-185-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-198,tonsil cancer,Tonsillar Neoplasms
hsa-miR-142-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-181b-5p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-485-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-449a,tonsil cancer,Tonsillar Neoplasms
hsa-miR-214-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-330-3p,tonsil cancer,Tonsillar Neoplasms
hsa-miR-326,tonsil cancer,Tonsillar Neoplasms
hsa-miR-1303,prostate cancer,Prostatic Neoplasms
hsa-miR-612,prostate cancer,Prostatic Neoplasms
hsa-miR-431-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-1270,prostate cancer,Prostatic Neoplasms
hsa-miR-567,prostate cancer,Prostatic Neoplasms
hsa-miR-802,prostate cancer,Prostatic Neoplasms
hsa-miR-944,prostate cancer,Prostatic Neoplasms
hsa-miR-661,prostate cancer,Prostatic Neoplasms
hsa-miR-1183,prostate cancer,Prostatic Neoplasms
hsa-miR-1285-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-544a,prostate cancer,Prostatic Neoplasms
hsa-miR-653-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-507,prostate cancer,Prostatic Neoplasms
hsa-miR-367-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-548p,prostate cancer,Prostatic Neoplasms
hsa-miR-1246,prostate cancer,Prostatic Neoplasms
hsa-miR-618,prostate cancer,Prostatic Neoplasms
hsa-miR-548b-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-1305,prostate cancer,Prostatic Neoplasms
hsa-miR-302b-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-1294,prostate cancer,Prostatic Neoplasms
hsa-miR-3666,lung cancer,Lung Neoplasms
hsa-miR-636,gastric cancer,Stomach Neoplasms
hsa-miR-4733-3p,breast cancer,Breast Neoplasms
hsa-miR-3942-3p,breast cancer,Breast Neoplasms
hsa-miR-4760-3p,breast cancer,Breast Neoplasms
hsa-miR-3171,breast cancer,Breast Neoplasms
hsa-miR-4775,breast cancer,Breast Neoplasms
hsa-miR-4269,breast cancer,Breast Neoplasms
hsa-miR-1261,lung cancer,Lung Neoplasms
hsa-miR-562,lung cancer,Lung Neoplasms
hsa-miR-1299,lung cancer,Lung Neoplasms
hsa-miR-1204,lung cancer,Lung Neoplasms
hsa-miR-580-3p,lung cancer,Lung Neoplasms
hsa-miR-643,lung cancer,Lung Neoplasms
hsa-miR-640,lung cancer,Lung Neoplasms
hsa-miR-889-3p,lung cancer,Lung Neoplasms
hsa-miR-620,lung cancer,Lung Neoplasms
hsa-miR-1248,lung cancer,Lung Neoplasms
hsa-miR-146b-3p,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-1256,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-1200,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-296-3p,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-1205,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-134-5p,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-297,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-1285-3p,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-1283,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-636,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-198,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-890,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-802,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-663a,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-1183,pancreatic cancer,Pancreatic Neoplasms
hsa-miR-146b-3p,melanoma,Melanoma
hsa-miR-647,melanoma,Melanoma
hsa-miR-873-5p,melanoma,Melanoma
hsa-miR-580-3p,melanoma,Melanoma
hsa-miR-512-5p,melanoma,Melanoma
hsa-miR-526b-5p,melanoma,Melanoma
hsa-miR-34b-5p,melanoma,Melanoma
hsa-miR-1256,melanoma,Melanoma
hsa-miR-361-5p,melanoma,Melanoma
hsa-miR-218-5p,melanoma,Melanoma
hsa-miR-518c-5p,melanoma,Melanoma
hsa-miR-130a-5p,melanoma,Melanoma
hsa-miR-135b-5p,melanoma,Melanoma
hsa-miR-520a-5p,melanoma,Melanoma
hsa-miR-193a-5p,melanoma,Melanoma
hsa-miR-885-5p,melanoma,Melanoma
hsa-miR-367-3p,melanoma,Melanoma
hsa-miR-890,melanoma,Melanoma
hsa-miR-942-5p,melanoma,Melanoma
hsa-miR-1204,melanoma,Melanoma
hsa-miR-422a,melanoma,Melanoma
hsa-miR-181b-5p,melanoma,Melanoma
hsa-miR-369-3p,melanoma,Melanoma
hsa-miR-34a-5p,melanoma,Melanoma
hsa-miR-1224-3p,melanoma,Melanoma
hsa-miR-802,melanoma,Melanoma
hsa-miR-1286,melanoma,Melanoma
hsa-miR-1827,melanoma,Melanoma
hsa-miR-101-5p,melanoma,Melanoma
hsa-miR-379-5p,melanoma,Melanoma
hsa-miR-1243,melanoma,Melanoma
hsa-miR-512-3p,melanoma,Melanoma
hsa-miR-485-5p,melanoma,Melanoma
hsa-miR-485-3p,melanoma,Melanoma
hsa-miR-490-3p,melanoma,Melanoma
hsa-miR-1324,melanoma,Melanoma
hsa-miR-431-5p,melanoma,Melanoma
hsa-miR-877-3p,melanoma,Melanoma
hsa-miR-1184,melanoma,Melanoma
hsa-miR-381-3p,melanoma,Melanoma
hsa-miR-491-5p,melanoma,Melanoma
hsa-miR-635,melanoma,Melanoma
hsa-miR-593-3p,melanoma,Melanoma
hsa-miR-136-5p,melanoma,Melanoma
hsa-miR-516a-5p,melanoma,Melanoma
hsa-miR-548b-3p,melanoma,Melanoma
hsa-miR-515-5p,melanoma,Melanoma
hsa-miR-544a,melanoma,Melanoma
hsa-miR-30c-2-3p,melanoma,Melanoma
hsa-miR-1231,melanoma,Melanoma
hsa-miR-133b,melanoma,Melanoma
hsa-miR-502-5p,melanoma,Melanoma
hsa-miR-569,melanoma,Melanoma
hsa-miR-337-3p,melanoma,Melanoma
hsa-miR-524-3p,melanoma,Melanoma
hsa-miR-330-3p,melanoma,Melanoma
hsa-miR-302e,melanoma,Melanoma
hsa-miR-889-3p,melanoma,Melanoma
hsa-miR-1283,prostate cancer,Prostatic Neoplasms
hsa-miR-1243,prostate cancer,Prostatic Neoplasms
hsa-miR-628-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-520a-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-942-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-767-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-361-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-1200,prostate cancer,Prostatic Neoplasms
hsa-miR-580-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-490-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-1184,prostate cancer,Prostatic Neoplasms
hsa-miR-127-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-515-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-411-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-600,prostate cancer,Prostatic Neoplasms
hsa-miR-570-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-1324,prostate cancer,Prostatic Neoplasms
hsa-miR-518a-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-485-3p,prostate cancer,Prostatic Neoplasms
hsa-miR-635,prostate cancer,Prostatic Neoplasms
hsa-miR-516a-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-574-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-1256,prostate cancer,Prostatic Neoplasms
hsa-miR-578,prostate cancer,Prostatic Neoplasms
hsa-miR-626,prostate cancer,Prostatic Neoplasms
hsa-miR-330-5p,prostate cancer,Prostatic Neoplasms
hsa-miR-595,prostate cancer,Prostatic Neoplasms
hsa-miR-641,prostate cancer,Prostatic Neoplasms
hsa-miR-1224-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-580-3p,gastric cancer,Stomach Neoplasms
hsa-miR-1287-5p,gastric cancer,Stomach Neoplasms
hsa-miR-1297,gastric cancer,Stomach Neoplasms
hsa-miR-658,gastric cancer,Stomach Neoplasms
hsa-miR-153-3p,gastric cancer,Stomach Neoplasms
hsa-miR-558,gastric cancer,Stomach Neoplasms
hsa-miR-634,gastric cancer,Stomach Neoplasms
hsa-miR-595,gastric cancer,Stomach Neoplasms
hsa-miR-655-3p,gastric cancer,Stomach Neoplasms
hsa-miR-643,ovarian cancer,Ovarian Neoplasms
hsa-miR-34b-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1297,ovarian cancer,Ovarian Neoplasms
hsa-miR-610,ovarian cancer,Ovarian Neoplasms
hsa-miR-663a,ovarian cancer,Ovarian Neoplasms
hsa-miR-188-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-615-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-136-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-942-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1270,ovarian cancer,Ovarian Neoplasms
hsa-miR-493-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-384,ovarian cancer,Ovarian Neoplasms
hsa-miR-33a-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-873-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1256,ovarian cancer,Ovarian Neoplasms
hsa-miR-613,ovarian cancer,Ovarian Neoplasms
hsa-miR-889-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-647,ovarian cancer,Ovarian Neoplasms
hsa-miR-1322,ovarian cancer,Ovarian Neoplasms
hsa-miR-195-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-567,ovarian cancer,Ovarian Neoplasms
hsa-miR-490-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-593-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-569,ovarian cancer,Ovarian Neoplasms
hsa-miR-518a-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1303,ovarian cancer,Ovarian Neoplasms
hsa-miR-600,ovarian cancer,Ovarian Neoplasms
hsa-miR-106a-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-31-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-197-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1294,ovarian cancer,Ovarian Neoplasms
hsa-miR-545-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-490-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1253,ovarian cancer,Ovarian Neoplasms
hsa-miR-142-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-22-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-452-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-455-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1261,ovarian cancer,Ovarian Neoplasms
hsa-miR-661,ovarian cancer,Ovarian Neoplasms
hsa-miR-1265,ovarian cancer,Ovarian Neoplasms
hsa-miR-574-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-582-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-219a-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-367-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-628-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1243,ovarian cancer,Ovarian Neoplasms
hsa-miR-1200,ovarian cancer,Ovarian Neoplasms
hsa-miR-496,ovarian cancer,Ovarian Neoplasms
hsa-miR-637,ovarian cancer,Ovarian Neoplasms
hsa-miR-146a-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-558,ovarian cancer,Ovarian Neoplasms
hsa-miR-1179,ovarian cancer,Ovarian Neoplasms
hsa-miR-1304-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-641,ovarian cancer,Ovarian Neoplasms
hsa-miR-101-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-516a-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-876-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-620,ovarian cancer,Ovarian Neoplasms
hsa-miR-148a-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1283,ovarian cancer,Ovarian Neoplasms
hsa-miR-1290,ovarian cancer,Ovarian Neoplasms
hsa-miR-944,ovarian cancer,Ovarian Neoplasms
hsa-miR-1285-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-634,ovarian cancer,Ovarian Neoplasms
hsa-miR-489-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-636,ovarian cancer,Ovarian Neoplasms
hsa-miR-361-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-526b-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-124-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-186-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1178-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-590-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-658,ovarian cancer,Ovarian Neoplasms
hsa-miR-129-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1184,ovarian cancer,Ovarian Neoplasms
hsa-miR-133b,ovarian cancer,Ovarian Neoplasms
hsa-miR-10a-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-9-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-339-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-491-5p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1229-3p,ovarian cancer,Ovarian Neoplasms
hsa-miR-1246,kidney cancer,Kidney Neoplasms
hsa-miR-766-3p,kidney cancer,Kidney Neoplasms
hsa-miR-1305,kidney cancer,Kidney Neoplasms
hsa-miR-374a-5p,kidney cancer,Kidney Neoplasms
hsa-miR-1204,kidney cancer,Kidney Neoplasms
hsa-miR-548p,kidney cancer,Kidney Neoplasms
hsa-miR-488-3p,kidney cancer,Kidney Neoplasms
hsa-miR-496,kidney cancer,Kidney Neoplasms
hsa-miR-1909-3p,kidney cancer,Kidney Neoplasms
hsa-miR-1538,kidney cancer,Kidney Neoplasms
hsa-miR-640,kidney cancer,Kidney Neoplasms
hsa-miR-613,kidney cancer,Kidney Neoplasms
hsa-miR-607,kidney cancer,Kidney Neoplasms
hsa-miR-1275,kidney cancer,Kidney Neoplasms
hsa-miR-936,kidney cancer,Kidney Neoplasms
hsa-miR-1261,kidney cancer,Kidney Neoplasms
hsa-miR-1243,kidney cancer,Kidney Neoplasms
hsa-miR-593-3p,kidney cancer,Kidney Neoplasms
hsa-miR-655-3p,kidney cancer,Kidney Neoplasms
hsa-miR-185-3p,kidney cancer,Kidney Neoplasms
hsa-miR-96-5p,kidney cancer,Kidney Neoplasms
hsa-miR-526b-5p,kidney cancer,Kidney Neoplasms
hsa-miR-32-5p,kidney cancer,Kidney Neoplasms
hsa-miR-367-5p,kidney cancer,Kidney Neoplasms
hsa-miR-643,kidney cancer,Kidney Neoplasms
hsa-miR-658,kidney cancer,Kidney Neoplasms
hsa-miR-1285-3p,kidney cancer,Kidney Neoplasms
hsa-miR-1244,kidney cancer,Kidney Neoplasms
hsa-miR-558,kidney cancer,Kidney Neoplasms
hsa-miR-1258,kidney cancer,Kidney Neoplasms
hsa-miR-490-5p,kidney cancer,Kidney Neoplasms
hsa-miR-597-5p,kidney cancer,Kidney Neoplasms
hsa-miR-449a,kidney cancer,Kidney Neoplasms
hsa-miR-377-3p,kidney cancer,Kidney Neoplasms
hsa-miR-141-5p,kidney cancer,Kidney Neoplasms
hsa-miR-411-5p,kidney cancer,Kidney Neoplasms
hsa-miR-103a-3p,kidney cancer,Kidney Neoplasms
hsa-miR-1182,kidney cancer,Kidney Neoplasms
hsa-miR-1283,kidney cancer,Kidney Neoplasms
hsa-miR-34b-5p,kidney cancer,Kidney Neoplasms
hsa-miR-492,kidney cancer,Kidney Neoplasms
hsa-miR-1262,kidney cancer,Kidney Neoplasms
hsa-miR-646,kidney cancer,Kidney Neoplasms
hsa-miR-620,kidney cancer,Kidney Neoplasms
hsa-miR-20b-3p,kidney cancer,Kidney Neoplasms
hsa-miR-145-3p,kidney cancer,Kidney Neoplasms
hsa-miR-572,kidney cancer,Kidney Neoplasms
hsa-miR-570-3p,kidney cancer,Kidney Neoplasms
hsa-miR-214-5p,kidney cancer,Kidney Neoplasms
hsa-miR-512-3p,kidney cancer,Kidney Neoplasms
hsa-miR-384,kidney cancer,Kidney Neoplasms
hsa-miR-377-5p,kidney cancer,Kidney Neoplasms
hsa-miR-127-5p,kidney cancer,Kidney Neoplasms
hsa-miR-125a-3p,kidney cancer,Kidney Neoplasms
hsa-miR-1290,kidney cancer,Kidney Neoplasms
hsa-miR-562,kidney cancer,Kidney Neoplasms
hsa-miR-515-5p,kidney cancer,Kidney Neoplasms
hsa-miR-485-3p,kidney cancer,Kidney Neoplasms
hsa-miR-587,kidney cancer,Kidney Neoplasms
hsa-miR-542-3p,kidney cancer,Kidney Neoplasms
hsa-miR-564,kidney cancer,Kidney Neoplasms
hsa-miR-33a-5p,kidney cancer,Kidney Neoplasms
hsa-miR-1224-5p,kidney cancer,Kidney Neoplasms
hsa-miR-1306-3p,kidney cancer,Kidney Neoplasms
hsa-miR-610,kidney cancer,Kidney Neoplasms
hsa-miR-522-3p,kidney cancer,Kidney Neoplasms
hsa-miR-548c-3p,kidney cancer,Kidney Neoplasms
hsa-miR-767-3p,kidney cancer,Kidney Neoplasms
hsa-miR-188-3p,kidney cancer,Kidney Neoplasms
hsa-miR-1294,kidney cancer,Kidney Neoplasms
hsa-miR-638,kidney cancer,Kidney Neoplasms
hsa-miR-338-5p,colon cancer,Colonic Neoplasms
hsa-miR-1299,retinoblastoma,Retinoblastoma
hsa-miR-144-3p,retinoblastoma,Retinoblastoma
hsa-miR-892b,retinoblastoma,Retinoblastoma
hsa-miR-1305,retinoblastoma,Retinoblastoma
hsa-miR-32-5p,retinoblastoma,Retinoblastoma
hsa-miR-374a-5p,retinoblastoma,Retinoblastoma
hsa-miR-101-3p,retinoblastoma,Retinoblastoma
hsa-miR-526b-5p,retinoblastoma,Retinoblastoma
hsa-miR-663a,retinoblastoma,Retinoblastoma
hsa-miR-760,retinoblastoma,Retinoblastoma
hsa-miR-106b-5p,retinoblastoma,Retinoblastoma
hsa-miR-1287-5p,retinoblastoma,Retinoblastoma
hsa-miR-140-3p,retinoblastoma,Retinoblastoma
hsa-miR-486-3p,retinoblastoma,Retinoblastoma
hsa-miR-494-3p,retinoblastoma,Retinoblastoma
hsa-miR-194-5p,retinoblastoma,Retinoblastoma
hsa-miR-493-5p,retinoblastoma,Retinoblastoma
hsa-miR-30b-5p,retinoblastoma,Retinoblastoma
hsa-miR-29b-3p,retinoblastoma,Retinoblastoma
hsa-miR-150-5p,retinoblastoma,Retinoblastoma
hsa-miR-30b-3p,retinoblastoma,Retinoblastoma
hsa-miR-34a-5p,retinoblastoma,Retinoblastoma
hsa-miR-103a-3p,retinoblastoma,Retinoblastoma
hsa-miR-29c-3p,retinoblastoma,Retinoblastoma
hsa-miR-374b-5p,retinoblastoma,Retinoblastoma
hsa-miR-142-5p,retinoblastoma,Retinoblastoma
hsa-miR-182-5p,retinoblastoma,Retinoblastoma
hsa-miR-665,retinoblastoma,Retinoblastoma
